,Messstelle,Gewässer,Datum Zeit,Wasser­stand [cm],Änderung seit 2 Std. [cm],Abfluss [m³/s],Melde­stufe,Jähr­lichkeit,Vorher­sage
18,Ampermoching,Amper,2021-07-18 03:00:00,218,-1,488,0,---,
19,Inkofen,Amper,2021-07-18 03:00:00,118,0,573,0,---,
20,Oberammergau,Ammer,2021-07-18 03:00:00,132,13,332,0,---,
21,Peißenberg,Ammer,2021-07-18 03:00:00,118,1,390,0,---,
22,Weilheim,Ammer,2021-07-18 03:00:00,107,20,384,0,---,
23,Raisting,Rott,2021-07-18 03:00:00,58,0,144,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-18 03:00:00,62511,0,---,0,---,
25,Leutstetten,Würm,2021-07-18 03:00:00,141,0,588,0,---,
26,Hohenkammer,Glonn,2021-07-18 03:00:00,43,0,249,0,---,
27,Berg,Sempt,2021-07-18 03:00:00,62,0,293,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-18 03:00:00,241,19,105,0,---,
29,Starnberg,Starnberger See,2021-07-18 03:00:00,58448,1,---,0,---,
30,Eching,Windach,2021-07-18 03:00:00,88,1,217,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-18 03:00:00,42,1,135,0,---,
0,Sylvenstein,Isar,2021-07-18 04:00:00,276,1,388,0,---,
1,Lenggries,Isar,2021-07-18 04:00:00,185,5,937,0,---,
2,Bad Tölz Brücke,Isar,2021-07-18 04:00:00,125,7,---,0,---,
3,Puppling,Isar,2021-07-18 04:00:00,203,7,125,0,---,
4,München,Isar,2021-07-18 04:00:00,185,10,179,0,---,
5,Freising,Isar,2021-07-18 04:00:00,86,2,609,0,---,
6,Landshut Birket,Isar,2021-07-18 04:00:00,162,-1,251,0,---,
7,Landau,Isar,2021-07-18 04:00:00,143,-2,270,0,---,
8,Plattling,Isar,2021-07-18 04:00:00,241,-13,270,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-18 04:00:00,188,23,532,1,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-18 04:00:00,278,42,115,1,---,
11,Schlehdorf,Loisach,2021-07-18 04:00:00,202,4,820,0,---,
12,Kochel,Loisach,2021-07-18 04:00:00,226,14,128,0,---,
13,Beuerberg,Loisach,2021-07-18 04:00:00,412,5,137,0,---,
14,Partenkirchen (alt),Partnach,2021-07-18 04:00:00,156,34,440,0,---,
15,Stegen,Ammersee,2021-07-18 04:00:00,53316,1,---,0,---,
16,Stegen,Amper,2021-07-18 04:00:00,141,0,318,0,---,
17,Fürstenfeldbruck,Amper,2021-07-18 04:00:00,94,1,341,0,---,
18,Ampermoching,Amper,2021-07-18 04:00:00,218,-1,488,0,---,
19,Inkofen,Amper,2021-07-18 04:00:00,117,-1,568,0,---,
20,Oberammergau,Ammer,2021-07-18 04:00:00,140,16,370,0,---,
21,Peißenberg,Ammer,2021-07-18 04:00:00,122,5,424,0,---,
22,Weilheim,Ammer,2021-07-18 04:00:00,107,11,384,0,---,
23,Raisting,Rott,2021-07-18 04:00:00,59,1,151,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-18 04:00:00,62511,0,---,0,---,
25,Leutstetten,Würm,2021-07-18 04:00:00,141,0,588,0,---,
26,Hohenkammer,Glonn,2021-07-18 04:00:00,43,-1,249,0,---,
27,Berg,Sempt,2021-07-18 04:00:00,62,0,293,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-18 04:00:00,243,11,107,0,---,
29,Starnberg,Starnberger See,2021-07-18 04:00:00,58448,1,---,0,---,
30,Eching,Windach,2021-07-18 04:00:00,87,1,209,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-18 04:00:00,42,0,135,0,---,
0,Sylvenstein,Isar,2021-07-18 05:00:00,276,1,388,0,---,
1,Lenggries,Isar,2021-07-18 05:00:00,189,10,992,0,---,
2,Bad Tölz Brücke,Isar,2021-07-18 05:00:00,130,11,---,0,---,
3,Puppling,Isar,2021-07-18 05:00:00,208,10,132,0,---,
4,München,Isar,2021-07-18 05:00:00,189,9,186,0,---,
5,Freising,Isar,2021-07-18 05:00:00,88,3,632,0,---,
6,Landshut Birket,Isar,2021-07-18 05:00:00,163,1,254,0,---,
7,Landau,Isar,2021-07-18 05:00:00,143,2,270,0,---,
8,Plattling,Isar,2021-07-18 05:00:00,240,-7,268,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-18 05:00:00,203,26,637,1,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-18 05:00:00,288,35,124,2,---,
11,Schlehdorf,Loisach,2021-07-18 05:00:00,203,3,827,0,---,
12,Kochel,Loisach,2021-07-18 05:00:00,232,14,131,0,---,
13,Beuerberg,Loisach,2021-07-18 05:00:00,416,7,141,0,---,
14,Partenkirchen (alt),Partnach,2021-07-18 05:00:00,159,16,452,0,---,
15,Stegen,Ammersee,2021-07-18 05:00:00,53315,-1,---,0,---,
16,Stegen,Amper,2021-07-18 05:00:00,141,0,318,0,---,
17,Fürstenfeldbruck,Amper,2021-07-18 05:00:00,94,1,341,0,---,
18,Ampermoching,Amper,2021-07-18 05:00:00,218,0,488,0,---,
19,Inkofen,Amper,2021-07-18 05:00:00,118,0,573,0,---,
20,Oberammergau,Ammer,2021-07-18 05:00:00,157,25,452,0,---,
21,Peißenberg,Ammer,2021-07-18 05:00:00,127,9,467,0,---,
22,Weilheim,Ammer,2021-07-18 05:00:00,109,2,396,0,---,
23,Raisting,Rott,2021-07-18 05:00:00,61,3,165,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-18 05:00:00,62511,0,---,0,---,
25,Leutstetten,Würm,2021-07-18 05:00:00,141,0,588,0,---,
26,Hohenkammer,Glonn,2021-07-18 05:00:00,43,0,249,0,---,
27,Berg,Sempt,2021-07-18 05:00:00,62,0,293,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-18 05:00:00,246,5,111,0,---,
29,Starnberg,Starnberger See,2021-07-18 05:00:00,58448,0,---,0,---,
30,Eching,Windach,2021-07-18 05:00:00,86,-2,199,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-18 05:00:00,42,0,135,0,---,
0,Sylvenstein,Isar,2021-07-18 06:00:00,278,2,410,0,---,
1,Lenggries,Isar,2021-07-18 06:00:00,195,10,108,0,---,
2,Bad Tölz Brücke,Isar,2021-07-18 06:00:00,133,8,---,0,---,
3,Puppling,Isar,2021-07-18 06:00:00,209,6,134,0,---,
4,München,Isar,2021-07-18 06:00:00,192,7,191,0,---,
5,Freising,Isar,2021-07-18 06:00:00,93,7,692,0,---,
6,Landshut Birket,Isar,2021-07-18 06:00:00,162,0,251,0,---,
7,Landau,Isar,2021-07-18 06:00:00,145,2,276,0,---,
8,Plattling,Isar,2021-07-18 06:00:00,242,1,272,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-18 06:00:00,208,20,675,1,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-18 06:00:00,300,22,136,2,---,
11,Schlehdorf,Loisach,2021-07-18 06:00:00,205,3,841,0,---,
12,Kochel,Loisach,2021-07-18 06:00:00,236,10,133,0,---,
13,Beuerberg,Loisach,2021-07-18 06:00:00,421,9,146,0,---,
14,Partenkirchen (alt),Partnach,2021-07-18 06:00:00,156,0,440,0,---,
15,Stegen,Ammersee,2021-07-18 06:00:00,53316,0,---,0,---,
16,Stegen,Amper,2021-07-18 06:00:00,141,0,318,0,---,
17,Fürstenfeldbruck,Amper,2021-07-18 06:00:00,93,-1,336,0,---,
18,Ampermoching,Amper,2021-07-18 06:00:00,218,0,488,0,---,
19,Inkofen,Amper,2021-07-18 06:00:00,116,-1,562,0,---,
20,Oberammergau,Ammer,2021-07-18 06:00:00,163,23,482,0,---,
21,Peißenberg,Ammer,2021-07-18 06:00:00,137,15,555,0,---,
22,Weilheim,Ammer,2021-07-18 06:00:00,113,6,419,0,---,
23,Raisting,Rott,2021-07-18 06:00:00,61,2,165,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-18 06:00:00,62511,0,---,0,---,
25,Leutstetten,Würm,2021-07-18 06:00:00,141,0,588,0,---,
26,Hohenkammer,Glonn,2021-07-18 06:00:00,43,0,249,0,---,
27,Berg,Sempt,2021-07-18 06:00:00,62,0,293,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-18 06:00:00,251,8,117,0,---,
29,Starnberg,Starnberger See,2021-07-18 06:00:00,58448,0,---,0,---,
30,Eching,Windach,2021-07-18 06:00:00,89,2,226,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-18 06:00:00,42,0,135,0,---,
0,Sylvenstein,Isar,2021-07-18 07:00:00,278,2,410,0,---,
1,Lenggries,Isar,2021-07-18 07:00:00,203,14,119,0,---,
2,Bad Tölz Brücke,Isar,2021-07-18 07:00:00,139,9,---,0,---,
3,Puppling,Isar,2021-07-18 07:00:00,216,8,144,0,---,
4,München,Isar,2021-07-18 07:00:00,195,6,196,0,---,
5,Freising,Isar,2021-07-18 07:00:00,100,12,781,0,---,
6,Landshut Birket,Isar,2021-07-18 07:00:00,160,-3,246,0,---,
7,Landau,Isar,2021-07-18 07:00:00,147,4,281,0,---,
8,Plattling,Isar,2021-07-18 07:00:00,245,5,278,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-18 07:00:00,214,11,722,1,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-18 07:00:00,298,10,134,2,---,
11,Schlehdorf,Loisach,2021-07-18 07:00:00,208,5,862,0,---,
12,Kochel,Loisach,2021-07-18 07:00:00,240,8,136,0,---,
13,Beuerberg,Loisach,2021-07-18 07:00:00,425,9,150,0,---,
14,Partenkirchen (alt),Partnach,2021-07-18 07:00:00,151,-8,418,0,---,
15,Stegen,Ammersee,2021-07-18 07:00:00,53316,1,---,0,---,
16,Stegen,Amper,2021-07-18 07:00:00,142,1,323,0,---,
17,Fürstenfeldbruck,Amper,2021-07-18 07:00:00,94,0,341,0,---,
18,Ampermoching,Amper,2021-07-18 07:00:00,218,0,488,0,---,
19,Inkofen,Amper,2021-07-18 07:00:00,116,-2,562,0,---,
20,Oberammergau,Ammer,2021-07-18 07:00:00,173,16,534,0,---,
21,Peißenberg,Ammer,2021-07-18 07:00:00,143,16,608,0,---,
22,Weilheim,Ammer,2021-07-18 07:00:00,121,12,468,0,---,
23,Raisting,Rott,2021-07-18 07:00:00,61,0,165,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-18 07:00:00,62511,0,---,0,---,
25,Leutstetten,Würm,2021-07-18 07:00:00,141,0,588,0,---,
26,Hohenkammer,Glonn,2021-07-18 07:00:00,42,-1,238,0,---,
27,Berg,Sempt,2021-07-18 07:00:00,62,0,293,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-18 07:00:00,254,8,121,0,---,
29,Starnberg,Starnberger See,2021-07-18 07:00:00,58448,0,---,0,---,
30,Eching,Windach,2021-07-18 07:00:00,92,6,252,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-18 07:00:00,45,3,155,0,---,
0,Sylvenstein,Isar,2021-07-18 08:00:00,278,0,410,0,---,
1,Lenggries,Isar,2021-07-18 08:00:00,207,12,125,0,---,
2,Bad Tölz Brücke,Isar,2021-07-18 08:00:00,143,10,---,0,---,
3,Puppling,Isar,2021-07-18 08:00:00,223,14,154,0,---,
4,München,Isar,2021-07-18 08:00:00,199,7,203,0,---,
5,Freising,Isar,2021-07-18 08:00:00,106,13,861,0,---,
6,Landshut Birket,Isar,2021-07-18 08:00:00,158,-4,241,0,---,
7,Landau,Isar,2021-07-18 08:00:00,149,4,286,0,---,
8,Plattling,Isar,2021-07-18 08:00:00,247,5,283,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-18 08:00:00,215,7,730,1,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-18 08:00:00,298,-2,134,2,---,
11,Schlehdorf,Loisach,2021-07-18 08:00:00,215,10,912,0,---,
12,Kochel,Loisach,2021-07-18 08:00:00,246,10,139,0,---,
13,Beuerberg,Loisach,2021-07-18 08:00:00,430,9,155,0,---,
14,Partenkirchen (alt),Partnach,2021-07-18 08:00:00,153,-3,427,0,---,
15,Stegen,Ammersee,2021-07-18 08:00:00,53317,1,---,0,---,
16,Stegen,Amper,2021-07-18 08:00:00,142,1,323,0,---,
17,Fürstenfeldbruck,Amper,2021-07-18 08:00:00,94,1,341,0,---,
18,Ampermoching,Amper,2021-07-18 08:00:00,218,0,488,0,---,
19,Inkofen,Amper,2021-07-18 08:00:00,117,1,568,0,---,
20,Oberammergau,Ammer,2021-07-18 08:00:00,182,19,582,0,---,
21,Peißenberg,Ammer,2021-07-18 08:00:00,146,9,636,0,---,
22,Weilheim,Ammer,2021-07-18 08:00:00,133,20,543,0,---,
23,Raisting,Rott,2021-07-18 08:00:00,61,0,165,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-18 08:00:00,62511,0,---,0,---,
25,Leutstetten,Würm,2021-07-18 08:00:00,141,0,588,0,---,
26,Hohenkammer,Glonn,2021-07-18 08:00:00,42,-1,238,0,---,
27,Berg,Sempt,2021-07-18 08:00:00,62,0,293,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-18 08:00:00,263,12,132,0,---,
29,Starnberg,Starnberger See,2021-07-18 08:00:00,58449,1,---,0,---,
30,Eching,Windach,2021-07-18 08:00:00,97,8,299,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-18 08:00:00,45,3,155,0,---,
0,Sylvenstein,Isar,2021-07-18 09:00:00,280,2,433,0,---,
1,Lenggries,Isar,2021-07-18 09:00:00,210,7,130,0,---,
2,Bad Tölz Brücke,Isar,2021-07-18 09:00:00,146,7,---,0,---,
3,Puppling,Isar,2021-07-18 09:00:00,228,12,162,0,---,
4,München,Isar,2021-07-18 09:00:00,205,10,214,0,---,
5,Freising,Isar,2021-07-18 09:00:00,112,12,947,0,---,
6,Landshut Birket,Isar,2021-07-18 09:00:00,159,-1,244,0,---,
7,Landau,Isar,2021-07-18 09:00:00,149,2,286,0,---,
8,Plattling,Isar,2021-07-18 09:00:00,250,5,290,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-18 09:00:00,217,3,747,1,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-18 09:00:00,302,4,138,2,---,
11,Schlehdorf,Loisach,2021-07-18 09:00:00,223,15,966,0,---,
12,Kochel,Loisach,2021-07-18 09:00:00,250,10,141,1,---,
13,Beuerberg,Loisach,2021-07-18 09:00:00,433,8,159,0,---,
14,Partenkirchen (alt),Partnach,2021-07-18 09:00:00,161,10,460,0,---,
15,Stegen,Ammersee,2021-07-18 09:00:00,53317,1,---,0,---,
16,Stegen,Amper,2021-07-18 09:00:00,142,0,323,0,---,
17,Fürstenfeldbruck,Amper,2021-07-18 09:00:00,94,0,341,0,---,
18,Ampermoching,Amper,2021-07-18 09:00:00,217,-1,483,0,---,
19,Inkofen,Amper,2021-07-18 09:00:00,116,0,562,0,---,
20,Oberammergau,Ammer,2021-07-18 09:00:00,193,20,643,0,---,
21,Peißenberg,Ammer,2021-07-18 09:00:00,149,6,663,0,---,
22,Weilheim,Ammer,2021-07-18 09:00:00,136,15,562,0,---,
23,Raisting,Rott,2021-07-18 09:00:00,61,0,165,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-18 09:00:00,62512,1,---,0,---,
25,Leutstetten,Würm,2021-07-18 09:00:00,141,0,588,0,---,
26,Hohenkammer,Glonn,2021-07-18 09:00:00,42,0,238,0,---,
27,Berg,Sempt,2021-07-18 09:00:00,62,0,293,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-18 09:00:00,271,17,143,0,---,
29,Starnberg,Starnberger See,2021-07-18 09:00:00,58448,0,---,0,---,
30,Eching,Windach,2021-07-18 09:00:00,93,1,262,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-18 09:00:00,45,0,155,0,---,
0,Sylvenstein,Isar,2021-07-18 10:00:00,295,17,617,0,---,
1,Lenggries,Isar,2021-07-18 10:00:00,214,7,136,0,---,
2,Bad Tölz Brücke,Isar,2021-07-18 10:00:00,151,8,---,0,---,
3,Puppling,Isar,2021-07-18 10:00:00,237,14,176,0,---,
4,München,Isar,2021-07-18 10:00:00,205,6,214,0,---,
5,Freising,Isar,2021-07-18 10:00:00,115,9,987,0,---,
6,Landshut Birket,Isar,2021-07-18 10:00:00,160,2,246,0,---,
7,Landau,Isar,2021-07-18 10:00:00,152,3,294,0,---,
8,Plattling,Isar,2021-07-18 10:00:00,250,3,290,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-18 10:00:00,222,7,788,1,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-18 10:00:00,301,3,137,2,---,
11,Schlehdorf,Loisach,2021-07-18 10:00:00,232,17,103,0,---,
12,Kochel,Loisach,2021-07-18 10:00:00,253,7,143,1,---,
13,Beuerberg,Loisach,2021-07-18 10:00:00,437,7,163,0,---,
14,Partenkirchen (alt),Partnach,2021-07-18 10:00:00,160,7,456,0,---,
15,Stegen,Ammersee,2021-07-18 10:00:00,53316,-1,---,0,---,
16,Stegen,Amper,2021-07-18 10:00:00,142,0,323,0,---,
17,Fürstenfeldbruck,Amper,2021-07-18 10:00:00,94,0,341,0,---,
18,Ampermoching,Amper,2021-07-18 10:00:00,219,1,493,0,---,
19,Inkofen,Amper,2021-07-18 10:00:00,117,0,568,0,---,
20,Oberammergau,Ammer,2021-07-18 10:00:00,203,21,702,0,---,
21,Peißenberg,Ammer,2021-07-18 10:00:00,158,12,747,0,---,
22,Weilheim,Ammer,2021-07-18 10:00:00,140,7,589,0,---,
23,Raisting,Rott,2021-07-18 10:00:00,61,0,165,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-18 10:00:00,62512,1,---,0,---,
25,Leutstetten,Würm,2021-07-18 10:00:00,141,0,588,0,---,
26,Hohenkammer,Glonn,2021-07-18 10:00:00,42,0,238,0,---,
27,Berg,Sempt,2021-07-18 10:00:00,62,0,293,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-18 10:00:00,308,45,199,3,---,
29,Starnberg,Starnberger See,2021-07-18 10:00:00,58448,-1,---,0,---,
30,Eching,Windach,2021-07-18 10:00:00,96,-1,290,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-18 10:00:00,45,0,155,0,---,
0,Sylvenstein,Isar,2021-07-18 11:00:00,306,26,770,0,---,
1,Lenggries,Isar,2021-07-18 11:00:00,220,10,146,1,---,
2,Bad Tölz Brücke,Isar,2021-07-18 11:00:00,157,11,---,0,---,
3,Puppling,Isar,2021-07-18 11:00:00,242,14,184,0,---,
4,München,Isar,2021-07-18 11:00:00,212,7,227,0,---,
5,Freising,Isar,2021-07-18 11:00:00,123,11,111,0,---,
6,Landshut Birket,Isar,2021-07-18 11:00:00,158,-1,241,0,---,
7,Landau,Isar,2021-07-18 11:00:00,155,6,302,0,---,
8,Plattling,Isar,2021-07-18 11:00:00,251,1,292,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-18 11:00:00,218,1,755,1,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-18 11:00:00,297,-5,133,2,---,
11,Schlehdorf,Loisach,2021-07-18 11:00:00,235,12,105,0,---,
12,Kochel,Loisach,2021-07-18 11:00:00,255,5,144,1,---,
13,Beuerberg,Loisach,2021-07-18 11:00:00,441,8,167,0,---,
14,Partenkirchen (alt),Partnach,2021-07-18 11:00:00,157,-4,444,0,---,
15,Stegen,Ammersee,2021-07-18 11:00:00,53317,0,---,0,---,
16,Stegen,Amper,2021-07-18 11:00:00,143,1,328,0,---,
17,Fürstenfeldbruck,Amper,2021-07-18 11:00:00,94,0,341,0,---,
18,Ampermoching,Amper,2021-07-18 11:00:00,217,0,483,0,---,
19,Inkofen,Amper,2021-07-18 11:00:00,117,1,568,0,---,
20,Oberammergau,Ammer,2021-07-18 11:00:00,208,15,734,0,---,
21,Peißenberg,Ammer,2021-07-18 11:00:00,162,13,785,0,---,
22,Weilheim,Ammer,2021-07-18 11:00:00,147,11,635,0,---,
23,Raisting,Rott,2021-07-18 11:00:00,61,0,165,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-18 11:00:00,62513,1,---,0,---,
25,Leutstetten,Würm,2021-07-18 11:00:00,142,1,600,0,---,
26,Hohenkammer,Glonn,2021-07-18 11:00:00,42,0,238,0,---,
27,Berg,Sempt,2021-07-18 11:00:00,62,0,293,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-18 11:00:00,332,61,247,3,---,
29,Starnberg,Starnberger See,2021-07-18 11:00:00,58448,0,---,0,---,
30,Eching,Windach,2021-07-18 11:00:00,96,3,290,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-18 11:00:00,50,5,188,0,---,
0,Sylvenstein,Isar,2021-07-18 12:00:00,314,19,889,0,---,
1,Lenggries,Isar,2021-07-18 12:00:00,227,13,157,1,---,
2,Bad Tölz Brücke,Isar,2021-07-18 12:00:00,161,10,---,0,---,
3,Puppling,Isar,2021-07-18 12:00:00,250,13,197,0,---,
4,München,Isar,2021-07-18 12:00:00,218,13,237,0,---,
5,Freising,Isar,2021-07-18 12:00:00,124,9,112,0,---,
6,Landshut Birket,Isar,2021-07-18 12:00:00,159,-1,244,0,---,
7,Landau,Isar,2021-07-18 12:00:00,160,8,315,0,---,
8,Plattling,Isar,2021-07-18 12:00:00,256,6,303,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-18 12:00:00,219,-3,763,1,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-18 12:00:00,294,-7,130,2,---,
11,Schlehdorf,Loisach,2021-07-18 12:00:00,241,9,110,0,---,
12,Kochel,Loisach,2021-07-18 12:00:00,256,3,145,1,---,
13,Beuerberg,Loisach,2021-07-18 12:00:00,444,7,170,0,---,
14,Partenkirchen (alt),Partnach,2021-07-18 12:00:00,154,-6,431,0,---,
15,Stegen,Ammersee,2021-07-18 12:00:00,53317,1,---,0,---,
16,Stegen,Amper,2021-07-18 12:00:00,143,1,328,0,---,
17,Fürstenfeldbruck,Amper,2021-07-18 12:00:00,95,1,346,0,---,
18,Ampermoching,Amper,2021-07-18 12:00:00,217,-2,483,0,---,
19,Inkofen,Amper,2021-07-18 12:00:00,117,0,568,0,---,
20,Oberammergau,Ammer,2021-07-18 12:00:00,213,10,766,0,---,
21,Peißenberg,Ammer,2021-07-18 12:00:00,171,13,869,0,---,
22,Weilheim,Ammer,2021-07-18 12:00:00,153,13,676,0,---,
23,Raisting,Rott,2021-07-18 12:00:00,62,1,173,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-18 12:00:00,62514,2,---,0,---,
25,Leutstetten,Würm,2021-07-18 12:00:00,142,1,600,0,---,
26,Hohenkammer,Glonn,2021-07-18 12:00:00,42,0,238,0,---,
27,Berg,Sempt,2021-07-18 12:00:00,63,1,304,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-18 12:00:00,334,26,251,3,---,
29,Starnberg,Starnberger See,2021-07-18 12:00:00,58448,0,---,0,---,
30,Eching,Windach,2021-07-18 12:00:00,95,-1,280,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-18 12:00:00,54,9,217,0,---,
0,Sylvenstein,Isar,2021-07-18 13:00:00,316,10,922,0,---,
1,Lenggries,Isar,2021-07-18 13:00:00,234,14,169,1,---,
2,Bad Tölz Brücke,Isar,2021-07-18 13:00:00,168,11,---,0,---,
3,Puppling,Isar,2021-07-18 13:00:00,263,21,219,0,---,
4,München,Isar,2021-07-18 13:00:00,224,12,248,0,---,
5,Freising,Isar,2021-07-18 13:00:00,135,12,129,0,---,
6,Landshut Birket,Isar,2021-07-18 13:00:00,163,5,254,0,---,
7,Landau,Isar,2021-07-18 13:00:00,158,3,310,0,---,
8,Plattling,Isar,2021-07-18 13:00:00,261,10,315,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-18 13:00:00,215,-3,730,1,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-18 13:00:00,290,-7,126,2,---,
11,Schlehdorf,Loisach,2021-07-18 13:00:00,246,11,113,0,---,
12,Kochel,Loisach,2021-07-18 13:00:00,257,2,145,1,---,
13,Beuerberg,Loisach,2021-07-18 13:00:00,447,6,174,0,---,
14,Partenkirchen (alt),Partnach,2021-07-18 13:00:00,150,-7,414,0,---,
15,Stegen,Ammersee,2021-07-18 13:00:00,53318,1,---,0,---,
16,Stegen,Amper,2021-07-18 13:00:00,144,1,332,0,---,
17,Fürstenfeldbruck,Amper,2021-07-18 13:00:00,95,1,346,0,---,
18,Ampermoching,Amper,2021-07-18 13:00:00,218,1,488,0,---,
19,Inkofen,Amper,2021-07-18 13:00:00,118,1,573,0,---,
20,Oberammergau,Ammer,2021-07-18 13:00:00,217,9,793,0,---,
21,Peißenberg,Ammer,2021-07-18 13:00:00,185,23,100,0,---,
22,Weilheim,Ammer,2021-07-18 13:00:00,157,10,703,0,---,
23,Raisting,Rott,2021-07-18 13:00:00,63,2,181,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-18 13:00:00,62519,6,---,0,---,
25,Leutstetten,Würm,2021-07-18 13:00:00,142,0,600,0,---,
26,Hohenkammer,Glonn,2021-07-18 13:00:00,43,1,249,0,---,
27,Berg,Sempt,2021-07-18 13:00:00,63,1,304,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-18 13:00:00,337,5,258,3,---,
29,Starnberg,Starnberger See,2021-07-18 13:00:00,58449,1,---,0,---,
30,Eching,Windach,2021-07-18 13:00:00,98,2,309,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-18 13:00:00,67,17,316,0,---,
0,Sylvenstein,Isar,2021-07-18 14:00:00,316,2,922,0,---,
1,Lenggries,Isar,2021-07-18 14:00:00,235,8,170,1,---,
2,Bad Tölz Brücke,Isar,2021-07-18 14:00:00,171,10,---,0,---,
3,Puppling,Isar,2021-07-18 14:00:00,275,25,240,0,---,
4,München,Isar,2021-07-18 14:00:00,228,10,256,0,---,
5,Freising,Isar,2021-07-18 14:00:00,134,10,127,0,---,
6,Landshut Birket,Isar,2021-07-18 14:00:00,164,5,256,0,---,
7,Landau,Isar,2021-07-18 14:00:00,158,-2,310,0,---,
8,Plattling,Isar,2021-07-18 14:00:00,261,5,315,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-18 14:00:00,210,-9,690,1,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-18 14:00:00,281,-13,118,2,---,
11,Schlehdorf,Loisach,2021-07-18 14:00:00,250,9,116,0,---,
12,Kochel,Loisach,2021-07-18 14:00:00,257,1,145,1,---,
13,Beuerberg,Loisach,2021-07-18 14:00:00,451,7,178,1,---,
14,Partenkirchen (alt),Partnach,2021-07-18 14:00:00,148,-6,405,0,---,
15,Stegen,Ammersee,2021-07-18 14:00:00,53319,2,---,0,---,
16,Stegen,Amper,2021-07-18 14:00:00,145,2,337,0,---,
17,Fürstenfeldbruck,Amper,2021-07-18 14:00:00,95,0,346,0,---,
18,Ampermoching,Amper,2021-07-18 14:00:00,219,2,493,0,---,
19,Inkofen,Amper,2021-07-18 14:00:00,117,0,568,0,---,
20,Oberammergau,Ammer,2021-07-18 14:00:00,217,4,793,0,---,
21,Peißenberg,Ammer,2021-07-18 14:00:00,185,14,100,0,---,
22,Weilheim,Ammer,2021-07-18 14:00:00,169,16,788,0,---,
23,Raisting,Rott,2021-07-18 14:00:00,66,4,204,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-18 14:00:00,62524,10,---,0,---,
25,Leutstetten,Würm,2021-07-18 14:00:00,142,0,600,0,---,
